0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
1487	Milk Specialties Global	Booth: 4681	['Eden Prairie,', 'MN', 'United States']	Milk Specialties Global is an industry-leading manufacturer of dairy protein ingredients for the health and wellness, sports nutrition and functional food industries. With raw materials from local dairy farms, we isolate the proteins by employing membrane filtration technology. By keeping our proteins in their native state, they retain full functionality, taste and quality. We created a broad portfolio of customizable products with the purpose to provide nutritional solutions to the world.	Brands: PRObev, BARsoft, CASPRO, ZERLAC, Milk Specialties Global Milk Protein Isolate and Concentrate, Milk Specialties Global Whey Protein Isolate and Concentrate	['Raw Ingredients', 'Services', 'Special Attributes']	[['Branded Ingredients', 'Proteins/Amino Acids', 'Specialty Peptides'], ['Contract Manufacturing'], ['Kosher/Parve', 'Organic Dairy', 'Organic Ingredients']]
1488	Milkadamia	Booth: N1642	['Burr Ridge,', 'IL', 'United States']	N/A	N/A	['Frozen', 'Special Attributes']	[['Frozen Desserts'], ['Dairy Free', 'Functional Beverage', 'Gluten/Wheat Free', 'Vegan']]
1489	Milkboy Swiss Chocolates	Booth: 5460	['Brooklyn,', 'NY', 'United States']	Milkboy Chocolates are authentic Swiss made Chocolates of exceptional taste and quality. We have won many prestigious awards for our chocolates, including the 2021 Sofi Gold Award for best Milk Chocolate. In addition, the beautiful artistic packaging and the Milkboy brand (hi-)story are truly unique and stand out.	Brands: Milkboy Swiss Chocolates	['Special Attributes']	[['Cocoa', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet', 'Trans Fat Free']]
1490	Mill Creek Botanicals	Booth: 2541	['Las Vegas,', 'NV', 'United States']	For more than four decades, consumers and retailers have turned to Mill Creek for its proven natural and organic products. Mill Creek has been at the forefront of the 'green' revolution in cosmetic products as one the first ever natural lines in the industry! Its lotions, shampoos, conditioners, and personal care products have gained global recognition for bringing the best results, while staying true to nature's simplicity and using only the finest ingredients.	Brands: MillCreek Botanicals Biotene H-24 Amazon Botanicals Sleepy Hollow Jojoba Farms	['Cosmetics Personal Care', 'Special Attributes']	[['Baby Care', 'Bath & Body', 'Hair Care', 'Deodorant & Anti-Perspirant'], ['Anti-Aging', 'Cruelty-Free']]
1491	Mill Rock Packaging	Booth: 2713	['Renton,', 'WA', 'United States']	Trojan Litho, All Packaging Company, Impressions, Inc, and Keystone Paper Box are part of MILL ROCK PACKAGING.  Leveraging combined capabilities, resources, and purchasing power, these companies help brands elevate the experience for consumers and users of their products through the production of premium printed paper-based packaging solutions.   Environmentally sustainable packaging solutions  |  Folding cartons   |  Single-face litho laminate  |  Child-resistant solutions  |  Beverage carriers	Brands: Mill Rock Packaging, Trojan Litho, All Packaging Company, Impressions Inc., Keystone Paper Box, LeafLocker, EcoPro	['Packaging', 'Services']	[['Paper Products', 'Printing/Soy Inks', 'Recycled Products'], ['Consulting', 'Customer Services']]
1492	Milton’s	Booth: 5065, 5064	['Carlsbad,', 'CA', 'United States']	Visit Milton’s Craft Bakers at Booth #5045 to try our delicious, better-for-you Thin & Crispy Cauliflower Crust Pizzas. Certified Gluten Free & crafted with premium ingredients, including scratch-made sauce and rBST-free Italian cheeses, Milton’s Pizzas deliver authentic pizzeria taste at home in just 15 minutes! You’ve never tasted cauliflower crust pizza this good. Available in Uncured Pepperoni, Margherita, Roasted Vegetable, and Four Cheese flavors. Learn more at MiltonsCraftBakers.com.	Brands: Milton's Craft Bakers Cauliflower Crust Pizzas Milton's Craft Bakers Gluten Free Crackers Milton's Craft Bakers Non-GMO Gourmet Crackers Milton's Craft Bakers Organic Crackers ['Bakery', 'Frozen', 'Special Attributes']	[['Bagels'], ['Frozen Entrées', 'Frozen Pizza'], ['Gluten/Wheat Free', 'Organic Processed/Packaged', 'Specialty/Gourmet']]
1493	Mindful Foods Rice - Zany Bites Heritage Gardens	Booth: 8805	['Piscataway,', 'NJ', 'United States']	Naturally Grown in the Foothills of the Himalayas, we are the #1 supplier of Organic Rice in Europe, and a leading Vertically Integrated Rice Grower  All our Organic Rice’s are Non-GMO, Gluten Free, and Sustainably Grown, utilizing both water & land conservation and regenerative farming practices. Our Organic Rice’s are also Fully Traceable, Low Arsenic, Kosher and Halal Certified.   Thank you for allowing us to introduce Mindful Foods. We kindly welcome you to visit us at Booth #2437, Hall C! 	Brands: Earth's Promise Rice, Heritage Gardens Rice, Zany Bites Rice-Based Snacks	[]	[]
1494	Minnesota Pavilion	Booth: N1334	['St. Paul,', 'MN', 'United States']	The Minnesota Pavilion includes 12 natural food & beverage brands, together in the North Hall Level 2.  The MN Dept Agriculture's New Markets Program, with partners, use NPEW to shed a little extra light on our natural food & beverage brands, revealing why Minnesota is a great place to grow natural food & beverage careers, manufacturing, and brands. Please stop by to see for yourself. We'd love to chat!	Brands: Acremade, All Clean Foods, Bim Bam Boo, Clo-Clo Vegan Foods, Coconut Whisk, Freak Flag Organics, JonnyPops, Mighty Spark Foods, Peace Coffee, Seven Sundays, Toom, Ufisheries	['Frozen', 'Meat & Seafood', 'Special Attributes']	[['Frozen Desserts'], ['Fish & Seafood', 'Poultry'], ['Allergy Free', 'Specialty/Gourmet', 'Vegan']]
1495	Minnow	Booth: N1268	['New York,', 'NY', 'United States']	N/A	N/A	['Soups & Canned Goods']	[['Canned Seafood']]
1496	Minor Figures	Booth: N216	['Anaheim,', 'CA', 'United States']	We make plant-based, 100% vegan products to lift your coffee and your mind – be that in the comfort of your home or in your favorite local spot.	N/A	['Special Attributes']	[['Dairy Free', 'Organic Food & Bev', 'Organic Ingredients', 'Vegan']]
1497	Minsley, Inc.	Booth: 1911	['Ontario,', 'CA', 'United States']	The First and the only US manufacturer of FULLY COOKED RICE/OATMEAL/GRAINS/BEANS in a BOWL or CUP or TRAY or POUCH. They are RTE or HEAT & EAT (Ready in seconds), Shelf Stable, ORGANIC, NON-GMO Verified , No-Preservatives, and Conveniently Packaged. MINSLEY means TASTY, HEALTHY and COVENIENT, and MINSLEY is GFSI certified (BRC).	Brands: MINSLEY	['Special Attributes']	[['Convenience', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Packaged Grains/Cereal', 'Specialty/Gourmet', 'Vegan']]
1498	Mintel	Booth: 2463	['Chicago,', 'IL', 'United States']	Mintel is the world's leading market intelligence agency. For over 40 years, Mintel's expert analysis of the highest quality data and market research has directly impacted on client success. With offices globally, Mintel has forged a unique reputation as a world-renowned business brand. For more information on Mintel, please visit www.mintel.com.	Brands: Global New Product Database (GNPD), Purchase Intelligence, Mintel Reports, Mintel Trends	['Services']	[['Consulting']]
1499	Miracle Noodle	Booth: N1118	['Miami,', 'FL', 'United States']	Miracle Noodle is a delicious, easy way to replace high-carb, high-calorie food with healthier plant-based alternatives. Swapping our high-fiber, plant-based substitutes for regular pasta and rice will leave you feeling full without the calories! Our huge range of low-calorie, low-carb rice, pasta, and ready-to-eat noodles and meals make it easy to start making substitutions in your diet.	Brands: Miracle Noodle; Miracle Rice	['Special Attributes']	[['Ethnic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Low Carb', 'Organic Food & Bev', 'Vegan']]
1500	Miron Violetglass USA, Inc.	Booth: 2633	['Carson,', 'CA', 'United States']	Miron violet glass is a unique packaging solution intended to maintain natural products of exceptional quality.   Aroma, taste, and potency can be preserved for extended periods of time w/o refrigeration or being kept in the dark. There are no known compatibility issues with foods, skin care, herbals and other such naturals.   Miron Glass - unsurpassed performance!	Brands: Miron Violetglass dark violet glass packaging products.	['Packaging']	[['Glass Bottles', 'Packaging Material']]
1501	Mishima Foods USA	Booth: 1110	['Torrance,', 'CA', 'United States']	Mishima Foods USA, Inc. is dedicated to serve high quality and all natural Asian / Japanese delights with a minimum preparation time.	Brands: Mishima, Shibuya, Moriyama	['Special Attributes', 'Soups & Canned Goods']	[['Ethnic', 'Food Service Ready', 'Kosher/Parve', 'Convenience', 'Specialty/Gourmet'], ['Canned Soups']]
1502	Miso Master	Booth: 1451	['Asheville,', 'NC', 'United States']	Miso Master Miso is hand-crafted, traditionally made and naturally aged without fermentation accelerants to speed up the aging process. All grains and beans are sourced in the USA. Miso Master Miso is made in the foothills of Western North Carolina just outside of Asheville. Miso Master Miso is Certified Organic, Non.GMO Verified, Gluten Free Certified, Kosher, and Plastic Neutral Certified. Miso Master Miso is available in retail sizes and Food Service sizes of 4#, 15# and 40#.    	Brands: Miso Master Miso HealthSavor Miso Mustard Emerald Cove Sea Vegetables Sushi Sonic Emperor's Kitchen Organic Planet Haiku Organic Tea ['Condiments & Sauces', 'Special Attributes']	[['Condiments & Sauces'], ['Ethnic', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Food & Bev', 'Specialty/Gourmet', 'Vegan']]
1503	Miss Jones Baking Co.	Booth: 5354	['Corte Madera,', 'CA', 'United States']	Miss Jones Baking Co. is the leading baking brand for the next generation of consumers. Sarah Jones set out to create a better-for-you baking line made with that the best ingredients, without all the chemicals and fillers you'd find in conventional brands. On a mission to always bake with love and bake it better, Miss Jones Baking Co. provides delicious, homemade from scratch results with their line of baking mixes, frosting, sweeteners, refrigerated cookie dough, and pancake & waffle mixes.	Brands: Miss Jones Baking Co.	['Special Attributes']	[['Full Line Organic', 'Gluten/Wheat Free', 'Low Carb', 'Organic Processed/Packaged']]
1504	Mitsubishi International Food Ingredients, Inc.	Booth: 4323	['Dublin,', 'OH', 'United States']	Mitsubishi International Food Ingredients, Inc. (MIFI) helps CPG brands further appeal to its nutritional consumers looking to source clinically proven, naturally derived ingredients for nutrition, dietary supplements, and beverages. Ingredients have high efficacies at low dosages for formulating universal applications to improve cognitive and mitochondrial health. Available: vegan, vegetarian, FDA GRAS, NDI Notification, Non-GMO, Halal, Kosher, JP, and USP.	Brands: GLUTATHIONE REDUCED; GABA; Cluster Dextrin; IMMUNO LP20; BIOPQQ; HYABEST; PROBIOTICS; SPIRULINA & PHYCOCYANIN; SPRAY DRIED NUTRITIONAL LIPID POWDERS; MCT POWDER; CHELATED MINERALS; EXCIPIENTS & TABLETING AIDS	['Raw Ingredients', 'Special Attributes', 'Supplements', 'Vitamins & Minerals', 'Baking & Cooking Ingredients', 'Dairy Alternatives', 'Seasonings & Spices']	[['Branded Ingredients', 'Probiotics', 'Proteins/Amino Acids', 'Specialty Peptides', 'Starch & Dextrin', 'Vitamins', 'Fats & Oils', 'Omega-3'], ['Allergy Free', 'Anti-Aging'], ['Antioxidants', 'Fitness & Weight Management', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion'], ['Vitamins'], ['Cooking Oils & Shortening', 'Extracts & Food Coloring', 'Shortening & Lard', 'Sugar Substitutes & Sweeteners'], ['Egg Substitutes'], ['Dry Seasoning Mixes & Blends']]
1505	Mixed Nuts, Inc	Booth: 2192	['Pico Rivera,', 'CA', 'United States']	Since 1986, Mixed Nuts Inc. has been dry roasting, flavoring, and packaging a full line of nuts, seeds, dried fruits and mixes. Represented by our proud Premium Orchard brand, our products are available in both bulk and retail packages.  Our in-house, state of the art roasting and packaging provides the flexibility to offer a wide variety of products, while upholding our high standards of quality and freshness, making us a superior, direct, and single-source competitive supplier.	Brands: Premium Orchard & Premium Orchard DELUXE	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Flavorings', 'Kosher/Parve', 'Low Carb', 'Vegan']]
1506	Mixhers	Booth: N1847	['Springville,', 'UT', 'United States']	Mixhers is a female-owned, female-funded, female-inspired company. Our focus is on women's hormonal health, and our mission is to make wellness rituals more effective and enjoyable for women through high-absorption liquid delivery, delicious flavors, and hormone-friendly ingredients.	N/A	['Special Attributes']	[['Gluten/Wheat Free', 'Organic Ingredients']]
1507	Miyoshi Oil & Fat	Booth: 3198F	['Tokyo,', 'Japan']	We are a Japanese manufacturer of processed oils and fats with a 102-year history. With the technology we have accumulated over the years, we have been able to reproduce the taste of animal fats and oils on a plant basis and named it "botanova."  Animal fats are masters at enhancing the flavor of food, and botanova is a plant-based version of that mastery, making it the plant-based food solution. Use our botanova fats as a solution to make your plant-based food tastier.	Brands: The botanova lineup includes four flavors: butter, lard, beef tallow, and chicken. Replace your "regular" vegetable oils with botanova that has impressed Japanese artisans who are fussy about taste.  You'll be amazed at the dramatic change in taste.	['Dairy & Eggs', 'Raw Ingredients', 'Special Attributes', 'Condiments & Sauces']	[['Butter'], ['Fats & Oils'], ['Dairy Free', 'Trans Fat Free', 'Vegan', 'Flavorings', 'Sustainability'], ['Condiments & Sauces', 'Marinades & Sauces', 'Mayonnaise', 'Salad Dressings']]
1508	Mochidoki	Booth: N124	['New York,', 'NY', 'United States']	At Mochidoki, we are passionate about sharing our ingredient-driven ethos and whimsical creations with our customers. Whether picking up a box at your local supermarket, ordering online, stopping into one of our shops or indulging in dessert at a favorite restaurant, we are committed to delivering the most innovative mochi experience.	N/A	['Frozen', 'Special Attributes']	[['Ice Cream', 'Frozen Desserts'], ['Dairy Free', 'Food Service Ready', 'Gluten/Wheat Free', 'Organic Ingredients', 'Specialty/Gourmet', 'Vegan']]
1509	Mocktail Club	Booth: 4791	['WASHINGTON,', 'DC', 'United States']	N/A	N/A	[]	[]
1510	MOCO	Booth: 8919	['Fairfax,', 'VA', 'United States']	N/A	N/A	[]	[]
1511	Modern Products/IFVG, Ltd.	Booth: N928	['Mequon,', 'WI', 'United States']	Manufacturer of Gayelord Hauser gourmet natural seasonings, Spike Seasoning Magic! including Spike Original, Salt Free, Hot 'n Spicy, Vegit, VegeSal, etc., Spice Garden, natural Spices/Herbs, Swiss Kriss Herbal Laxative, Fearn Natural; the original soy foods company! Also representing KALENA Sparkling Coconut Water, Enricos Pasta, Pizza Sauces and Salsas, Nature's Charm Coconut and Vegan products, Hampstead Tea Company London, Kold Kare Kare N Herb 	Brands: Modern Fearn Spike Seasonings Spice Garden Swiss Kriss Herbal Laxative, Fearn, NaturFresh, also rep KALENA Sparkling Coconut Water, Enrico's Pasta Sauce/Salsa, Nature's Charm Sweetened Condensed, Evaporated Coconut Milks, Hampstead Tea Company London	[]	[]
